feedback_id,merchant_id,timestamp,text,sentiment_label,category,priority,resolved
FB003850,M88FEE0421317,2025-06-30,Funds were held for too long without clear explanation.,negative,account,low,True
FB003851,M4CA82782C537,2025-12-16,Requesting documentation for webhook implementation.,neutral,account,low,True
FB003852,MA4613E8D72A6,2025-09-12,PayPal has been instrumental in helping us expand internationally. Reference: TKT55376,positive,disputes,low,True
FB003853,M2B24D495052A,2025-03-23,PayPal has been instrumental in helping us expand internationally. Reference: TKT82789,positive,billing,low,True
FB003854,MBD0CC810B580,2025-09-10,Great experience with the checkout process. Our conversion rate improved significantly.,positive,technical,medium,False
FB003855,M0C0A7566915F,2025-08-08,Customer support resolved our issue quickly. Very satisfied with the service.,positive,technical,low,True
FB003856,M0966289037AD,2025-10-16,Inquiry about new features on the roadmap.,neutral,technical,high,True
FB003857,MD58E2F077670,2025-07-23,Customer support resolved our issue quickly. Very satisfied with the service.,positive,technical,medium,False
FB003858,M729C68884BD3,2025-06-29,The API integration was smooth and the documentation was very helpful.,positive,disputes,medium,False
FB003859,M7385DB9A3F11,2025-08-03,PayPal has been instrumental in helping us expand internationally.,positive,general,low,False
FB003860,M45645A27C4F1,2025-10-26,Requesting documentation for webhook implementation.,neutral,features,high,True
FB003861,ME995F98D5696,2025-09-13,The new dashboard features are excellent for tracking our business metrics.,positive,disputes,low,True
FB003862,M55743CC0393B,2025-06-26,Need clarification on the cross-border fee structure.,neutral,disputes,low,True
FB003863,M05049E90FA4F,2025-07-08,Inquiry about new features on the roadmap. Reference: TKT54402,neutral,technical,high,True
FB003864,M4C27CEA8526A,2025-08-01,PayPal has been instrumental in helping us expand internationally.,positive,disputes,low,True
FB003865,MA0B83C02D720,2025-03-27,Need clarification on the cross-border fee structure.,neutral,technical,low,True
FB003866,M81448138F5F1,2025-09-18,Funds were held for too long without clear explanation.,negative,features,low,True
FB003867,MFB2FCD534B0F,2025-12-04,Need clarification on the cross-border fee structure.,neutral,general,low,True
FB003868,M3DF1D4B96D89,2025-04-17,Need clarification on the cross-border fee structure. Reference: TKT46636,neutral,disputes,high,True
FB003869,M25766F01628F,2025-02-20,Need clarification on the cross-border fee structure.,neutral,technical,low,True
FB003870,MF770B62BC8F4,2025-04-14,The dispute resolution process took too long and we lost money.,negative,billing,low,True
FB003871,ME77DBAF67592,2025-06-28,Great experience with the checkout process. Our conversion rate improved significantly.,positive,features,medium,True
FB003872,M81CA0262C82E,2025-03-28,The dispute resolution process took too long and we lost money. Reference: TKT30641,negative,disputes,low,True
FB003873,MF9B902FC3289,2025-05-31,Customer support response time needs improvement. Reference: TKT16228,negative,features,low,False
FB003874,MA5E0FF62BE0B,2025-12-15,General question about account verification process.,neutral,disputes,medium,True
FB003875,MB29EED442761,2025-08-18,Customer support resolved our issue quickly. Very satisfied with the service.,positive,features,low,True
FB003876,M4E4E53AA0802,2025-11-23,Customer support response time needs improvement.,negative,disputes,low,False
FB003877,MEEB69A3CB923,2025-08-05,Customer support response time needs improvement.,negative,disputes,medium,True
FB003878,M2DACE78F80BC,2025-09-28,Customer support response time needs improvement.,negative,account,low,True
FB003879,MAD3019B85614,2025-02-07,Requesting documentation for webhook implementation. Reference: TKT95192,neutral,disputes,medium,False
FB003880,MD5E2FBEF30A4,2025-11-30,Funds were held for too long without clear explanation.,negative,account,low,False
FB003881,M0F3D014EEAD9,2025-05-17,The new dashboard features are excellent for tracking our business metrics. Reference: TKT98611,positive,disputes,medium,False
FB003882,MDFA92D8F817E,2025-11-13,PayPal has been instrumental in helping us expand internationally.,positive,general,medium,True
FB003883,M97AF4FB322BB,2025-04-16,The API integration was smooth and the documentation was very helpful.,positive,account,medium,False
FB003884,ME1D5BE1C7F2F,2025-09-28,Requesting documentation for webhook implementation.,neutral,technical,high,True
FB003885,MD91D1B4D8241,2025-07-09,PayPal has been instrumental in helping us expand internationally.,positive,billing,low,True
FB003886,ME45823AFE1E5,2025-11-14,Requesting documentation for webhook implementation. Reference: TKT62315,neutral,features,medium,True
FB003887,MB495CE63EDE0,2025-01-24,Great experience with the checkout process. Our conversion rate improved significantly.,positive,technical,medium,True
FB003888,M19B650660B25,2025-10-16,The API integration was smooth and the documentation was very helpful.,positive,features,low,True
FB003889,M372D3F309FEF,2025-07-08,PayPal has been instrumental in helping us expand internationally.,positive,disputes,low,False
FB003890,M6766AA2750C1,2025-03-31,Customer support response time needs improvement. Reference: TKT18748,negative,billing,medium,True
FB003891,MD0010A6F3490,2025-10-28,Need clarification on the cross-border fee structure.,neutral,technical,low,True
FB003892,MB9F94C77652C,2025-07-05,Funds were held for too long without clear explanation.,negative,general,low,True
FB003893,M71887F62F073,2025-11-07,Requesting documentation for webhook implementation.,neutral,features,medium,True
FB003894,MA424ED4BD3A7,2025-10-26,The new dashboard features are excellent for tracking our business metrics.,positive,features,medium,True
FB003895,M182E6C2D3D78,2025-07-07,General question about account verification process.,neutral,general,high,False
FB003896,MD1F255A373A3,2025-11-09,Great experience with the checkout process. Our conversion rate improved significantly.,positive,billing,medium,True
FB003897,M185C29DC2432,2025-12-22,PayPal has been instrumental in helping us expand internationally.,positive,account,low,True
FB003898,M83F97F482529,2025-06-04,The API integration was smooth and the documentation was very helpful. Reference: TKT56650,positive,disputes,high,True
FB003899,MC3008B2C6F53,2025-05-29,Looking for information about enterprise pricing options.,neutral,account,medium,False
FB003900,M6547884CEA64,2025-07-03,The API integration was smooth and the documentation was very helpful.,positive,disputes,medium,True
FB003901,M1CECC7A77928,2026-01-08,Customer support response time needs improvement.,negative,general,low,False
FB003902,MEED5AF6ADD95,2025-08-07,Looking for information about enterprise pricing options. Reference: TKT50304,neutral,general,medium,False
FB003903,M9872ED9FC22F,2025-09-28,Great experience with the checkout process. Our conversion rate improved significantly.,positive,technical,low,True
FB003904,M0B1EC366924B,2025-09-29,General question about account verification process.,neutral,features,low,True
FB003905,M1E0A84051E6A,2026-01-05,Requesting documentation for webhook implementation. Reference: TKT52534,neutral,general,low,True
FB003906,MC3C59E5F8B3E,2025-03-09,Integration issues caused downtime for our checkout.,negative,account,low,True
FB003907,M9B70E8FE62E4,2025-07-24,Requesting documentation for webhook implementation.,neutral,technical,low,True
FB003908,M7180CFFD6A8E,2025-06-06,The dispute resolution process took too long and we lost money.,negative,account,medium,False
FB003909,M0E087EC55DCB,2025-08-05,The API integration was smooth and the documentation was very helpful.,positive,billing,low,False
FB003910,MC3A690BE93AA,2025-03-25,General question about account verification process.,neutral,technical,low,True
FB003911,M41A60377BA92,2025-06-06,Transaction fees are higher than competitors. Need better rates for our volume.,negative,account,medium,False
FB003912,M443DEC3062D0,2025-08-03,Inquiry about new features on the roadmap.,neutral,general,medium,False
FB003913,M8D420FA35754,2025-10-11,General question about account verification process. Reference: TKT68393,neutral,general,high,True
FB003914,M013D407166EC,2025-07-01,The API integration was smooth and the documentation was very helpful.,positive,features,low,True
FB003915,M6D3A1E06D6A0,2025-03-06,Integration issues caused downtime for our checkout.,negative,disputes,high,True
FB003916,M85F007F8C50D,2025-11-11,Transaction fees are higher than competitors. Need better rates for our volume. Reference: TKT36432,negative,technical,medium,True
FB003917,M13F3CF8C5319,2025-10-24,Customer support resolved our issue quickly. Very satisfied with the service.,positive,billing,low,True
FB003918,M58AAEE7AE94B,2025-09-09,General question about account verification process. Reference: TKT70896,neutral,technical,medium,True
FB003919,MDDA04F9D6341,2025-09-09,Integration issues caused downtime for our checkout.,negative,general,high,True
FB003920,MA209CA7B50DC,2025-07-31,Great experience with the checkout process. Our conversion rate improved significantly.,positive,technical,low,True
FB003921,M0E01938FC48A,2025-10-28,The dispute resolution process took too long and we lost money.,negative,features,high,True
FB003922,M80A8155EB153,2025-03-26,Funds were held for too long without clear explanation.,negative,technical,low,True
FB003923,M6A4CBDAEDCBD,2025-05-21,Need clarification on the cross-border fee structure.,neutral,features,medium,True
FB003924,MAB452534C5CE,2025-02-23,Transaction fees are higher than competitors. Need better rates for our volume. Reference: TKT64008,negative,general,medium,True
FB003925,MBEA5955B3083,2025-02-15,The API integration was smooth and the documentation was very helpful.,positive,billing,medium,True
FB003926,M818F4654ED39,2025-10-31,Customer support response time needs improvement.,negative,features,low,True
FB003927,MF7E0B9565406,2025-09-30,The API integration was smooth and the documentation was very helpful.,positive,features,medium,True
FB003928,M1679091C5A88,2025-04-05,Requesting documentation for webhook implementation.,neutral,general,low,False
FB003929,MD38901788C53,2025-12-03,The new dashboard features are excellent for tracking our business metrics.,positive,disputes,medium,False
FB003930,M41AE36ECB9B3,2025-05-02,Looking for information about enterprise pricing options. Reference: TKT11740,neutral,technical,low,True
FB003931,M4D6B3E38B952,2025-04-19,The API integration was smooth and the documentation was very helpful.,positive,features,low,True
FB003932,M621461AF90CA,2025-07-21,Customer support resolved our issue quickly. Very satisfied with the service.,positive,billing,medium,True
FB003933,M14CFDB59B5BD,2025-04-28,Looking for information about enterprise pricing options.,neutral,features,high,True
FB003934,M6F2268BD1D3D,2025-02-23,Customer support resolved our issue quickly. Very satisfied with the service.,positive,account,low,False
FB003935,MF55CADB97EAF,2025-04-27,Transaction fees are higher than competitors. Need better rates for our volume. Reference: TKT75787,negative,billing,medium,True
FB003936,MC1FEA270C48E,2025-05-25,Funds were held for too long without clear explanation. Reference: TKT92563,negative,disputes,low,True
